#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
398	KAI7837374.1	3076.A0A2P6TUQ5	79.9	1073.2	C2E21_3367	Sulfate adenylyltransferase.
399	KAI7846001.1	3076.A0A2P6TNU5	65.6	1250.3	C2E21_5357	12-oxophytodienoate reductase 11 isoform C.
400	KAI7838586.1	3076.A0A2P6TNR3	77.0	920.6	C2E21_5556	Serine threonine-kinase CTR1.
401	KAI7838946.1	3076.A0A2P6TPN3	91.8	850.1	C2E21_5295	4-hydroxyphenylpyruvate dioxygenase.
402	KAI7835595.1	3076.A0A2P6TQH5	87.9	274.6	C2E21_5272	Beta-galactosidase isoform B.
403	KAI7841753.1	3076.A0A2P6TRG1	87.3	876.3	C2E21_4462	Serine carboxypeptidase-like 25; Belongs to the peptidase S10 family.
404	KAI7841883.1	3076.A0A2P6U0A6	86.0	563.5	C2E21_1622	Diacylglycerol acyltransferase.
405	KAI7838881.1	3076.A0A2P6TDL4	91.2	2266.1	C2E21_8852	Urea carboxylase.
406	KAI7835508.1	3076.A0A2P6TKN6	85.1	945.7	C2E21_6212	Carboxypeptidase; Belongs to the peptidase S10 family.
407	KAI7840424.1	3076.A0A2P6TIW5	91.8	2010.3	C2E21_6926	Phosphoenolpyruvate carboxylase 4.
408	KAI7843055.1	3076.A0A2P6U2C5	78.5	847.0	C2E21_1048	Aldehyde dehydrogenase; Belongs to the aldehyde dehydrogenase family.
409	KAI7839690.1	3076.A0A2P6TYT7	93.4	929.1	C2E21_2662	ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane.
410	KAI7839245.1	3076.A0A2P6TQW2	82.5	757.3	C2E21_4817	Amine oxidase.
411	KAI7842709.1	3076.A0A2P6U253	68.6	369.8	C2E21_0977	Glyoxal reductase.
412	KAI7837746.1	3076.A0A2P6TCN2	72.9	582.8	C2E21_9117	Ubiquitin conjugating enzyme family.
413	KAI7845082.1	3076.A0A2P6TLF4	92.5	590.1	C2E21_6449	RNA pseudouridine synthase 5 isoform X2 isoform A.
414	KAI7845298.1	3076.A0A2P6TM42	72.6	1055.8	C2E21_5943	Glutamyl-tRNA synthetase isoform B.
415	KAI7846419.1	3076.A0A2P6TKT1	84.8	701.8	C2E21_6129	LanC 3 isoform X3 isoform B.
416	KAI7843416.1	3076.A0A2P6TIG2	81.4	1098.6	C2E21_7242	Putative GTP diphosphokinase chloroplastic.
417	KAI7842011.1	3076.A0A2P6U337	90.9	1222.6	C2E21_0947	Long chain acyl-synthetase 4.
418	KAI7845648.1	3076.A0A2P6TKF8	98.4	362.1	C2E21_6785	Photosystem I reaction center subunit chloroplastic.
419	KAI7835628.1	3076.A0A2P6TLV2	76.9	1283.1	C2E21_6205	Receptor-type tyrosine-phosphatase eta.
420	KAI7838304.1	3076.A0A2P6TKU7	98.9	1112.1	C2E21_6363	GMP synthase [glutamine-hydrolyzing].
421	KAI7839863.1	3076.A0A2P6TGE4	90.4	439.5	C2E21_7793	Acyl-thioesterase 1.
422	KAI7840956.1	3076.A0A2P6TLM8	90.7	776.9	C2E21_6262	Leucine rich repeat.
423	KAI7838112.1	3076.A0A2P6TFB0	97.0	1064.7	C2E21_8328	Zeta-carotene desaturase; Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7'.
424	KAI7846128.1	3076.A0A2P6TZQ3	98.0	1463.4	C2E21_1738	Acetyl-coenzyme A synthetase.
425	KAI7835969.1	3076.A0A2P6TJP3	78.8	605.9	C2E21_6590	28S ribosomal mitochondrial.
426	KAI7838053.1	3076.A0A2P6TDT5	78.9	894.0	C2E21_8646	Amine oxidase.
427	KAI7837997.1	3076.A0A2P6U3J2	44.3	249.2	C2E21_0064	Calcium calmodulin-dependent kinase type 1; Belongs to the protein kinase superfamily.
428	KAI7842352.1	3076.A0A2P6TY64	89.8	561.2	C2E21_2096	Lipid phosphate phosphatase.
429	KAI7845473.1	3076.A0A2P6TFE5	92.2	766.5	C2E21_8091	Acyl-dehydrogenase.
430	KAI7844167.1	3076.A0A2P6TSC7	85.2	532.3	C2E21_3923	Phosphoglycolate phosphatase.
431	KAI7843415.1	3076.A0A2P6TIB8	99.5	382.1	C2E21_7243	RUB1-conjugating enzyme E2; Belongs to the ubiquitin-conjugating enzyme family.
432	KAI7841967.1	3076.A0A2P6U158	90.8	490.7	C2E21_1536	Polyprenol reductase 2.
433	KAI7838816.1	3076.A0A2P6U5P9	94.0	985.3	C2E21_0109	Endoplasmic reticulum oxidoreductin 1.
434	KAI7845174.1	3076.A0A2P6TBN8	88.1	1206.4	C2E21_9360	Propionyl-carboxylase alpha mitochondrial.
435	KAI7838515.1	3076.A0A2P6TN10	76.5	1035.0	C2E21_5841	Histone deacetylase 15 isoform X2.
436	KAI7846082.1	3076.A0A2P6TSX2	96.8	1068.5	C2E21_3807	Asparagine synthetase [glutamine-hydrolyzing].
437	KAI7845572.1	3076.A0A2P6TDJ7	73.2	367.9	C2E21_8839	Beta-ketoacyl reductase; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
438	KAI7843659.1	3076.A0A2P6TVA4	92.8	1858.2	C2E21_3397	2-oxoglutarate mitochondrial-like isoform A.
439	KAI7840053.1	3076.A0A2P6TVU1	96.5	281.2	C2E21_2739	Ubiquitin-conjugating enzyme E2 27.
440	KAI7842038.1	3076.A0A2P6U295	87.2	564.7	C2E21_0930	Fe-S cluster assembly factor chloroplastic; Belongs to the OSBP family.
441	KAI7836532.1	3076.A0A2P6TE53	90.9	698.4	C2E21_8673	Acyl-coenzyme A thioesterase mitochondrial.
442	KAI7842236.1	3076.A0A2P6TSF9	87.1	589.3	C2E21_4110	3-ketoacyl-thiolase peroxisomal; Belongs to the thiolase-like superfamily. Thiolase family.
443	KAI7845014.1	3076.A0A2P6TS22	87.8	569.3	C2E21_4714	NADPH:quinone reductase.
444	KAI7841157.1	3076.A0A2P6TGJ3	93.3	330.1	C2E21_7738	Peroxiredoxin; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides; Belongs to the peroxiredoxin family. Prx5 subfamily.
445	KAI7840204.1	3076.A0A2P6U1A5	80.0	624.4	C2E21_1423	Glutamate dehydrogenase; Belongs to the Glu/Leu/Phe/Val dehydrogenases family.
446	KAI7841831.1	3076.A0A2P6TYB8	98.5	1184.1	C2E21_2421	Mg-protoporphyrin IX chelatase; Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg-protoporphyrin IX. Belongs to the Mg-chelatase subunits D/I family.
447	KAI7844286.1	3076.A0A2P6TY85	95.8	699.5	C2E21_2293	Methionine aminopeptidase; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).
448	KAI7843899.1	3076.A0A2P6TPR2	82.1	631.7	C2E21_5219	Histone deacetylase 14 isoform X1.
449	KAI7841453.1	3076.A0A2P6TLW4	78.2	1064.3	C2E21_5712	Glycerol-3-phosphate acyltransferase.
450	KAI7835483.1	3076.A0A2P6TSA6	85.3	874.0	C2E21_4076	Outer envelope mitochondrial.
451	KAI7841270.1	3076.A0A2P6TZU6	94.5	672.2	C2E21_1847	Methionine aminotransferase isoform A.
452	KAI7840817.1	3076.A0A2P6TKU2	90.6	951.4	C2E21_6489	Uncharacterized protein.
453	KAI7845510.1	3076.A0A2P6TBA5	82.5	1200.3	C2E21_9498	Copper-transporting ATPase chloroplastic.
454	KAI7837513.1	3076.A0A2P6TSG6	68.4	1334.3	C2E21_4310	Glycoside hydrolase.
455	KAI7836975.1	3076.A0A2P6TCJ3	90.6	1431.4	C2E21_9027	GTP diphosphokinase chloroplastic isoform X1 isoform B.
456	KAI7837786.1	3076.A0A2P6TJA3	98.3	578.2	C2E21_7003	Triosephosphate isomerase.
457	KAI7836327.1	3076.A0A2P6TVI6	91.9	847.4	C2E21_3755	Argininosuccinate synthase isoform B.
458	KAI7844344.1	3076.A0A2P6TYI8	84.1	1481.5	C2E21_2237	P-type ATPase PMA1; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family.
459	KAI7840018.1	3076.A0A2P6TMZ5	41.4	368.6	C2E21_5912	2-hydroxyacyl-lyase isoform B.
460	KAI7837357.1	3076.A0A2P6TUB8	96.1	2625.1	C2E21_3356	Magnesium chelatase subunit H.
461	KAI7842975.1	3076.A0A2P6TYP3	90.4	690.6	C2E21_2546	Thioredoxin-dependent peroxide reductase.
462	KAI7837624.1	3076.A0A2P6TKL3	90.7	969.1	C2E21_6549	Acetohydroxy acid isomeroreductase isoform B; Belongs to the ketol-acid reductoisomerase family.
463	KAI7840423.1	3076.A0A2P6TIW5	89.7	1995.3	C2E21_6926	Phosphoenolpyruvate carboxylase 4.
464	KAI7843632.1	3076.A0A2P6TJ28	76.5	490.3	C2E21_7056	Cryptochrome DASH.
465	KAI7843341.1	3076.A0A2P6TJ63	89.4	657.5	C2E21_7116	Glycosyl group 1 family.
466	KAI7844106.1	3076.A0A2P6TRH4	82.2	2945.2	C2E21_4482	Transcription factor jumonji domain.
467	KAI7837013.1	3076.A0A2P6TLW7	39.9	229.6	C2E21_5766	Taurine catabolism dioxygenase.
468	KAI7842778.1	3076.A0A2P6U4L1	51.0	1014.6	C2E21_0318	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase.
469	KAI7841086.1	3076.A0A2P6TKK9	90.0	818.5	C2E21_6513	Metal transporter Nramp3.
470	KAI7846437.1	3076.A0A2P6TN73	80.4	1365.5	C2E21_5440	Glutamine cyclotransferase.
471	KAI7837531.1	3076.A0A2P6TSA9	71.2	708.4	C2E21_4293	Putative chlorophyll(Ide) b reductase chloroplastic isoform B.
472	KAI7836303.1	3076.A0A2P6TIP7	90.1	639.4	C2E21_6883	Gde1p.
473	KAI7841178.1	3076.A0A2P6TFJ1	78.1	649.4	C2E21_7954	Histone deacetylase 14 isoform X1.
474	KAI7844041.1	3076.A0A2P6U3U0	62.2	796.2	C2E21_0488	Oxygen evolving enhancer 2 of photosystem II.
475	KAI7840167.1	3076.A0A2P6TZT5	97.1	473.4	C2E21_1396	Histone acetyltransferase; Belongs to the MYST (SAS/MOZ) family.
476	KAI7838111.1	3076.A0A2P6TFB0	99.1	1082.0	C2E21_8328	Zeta-carotene desaturase; Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7'.
477	KAI7845554.1	3076.A0A2P6TDE0	93.7	382.5	C2E21_8825	Adenylate kinase; Belongs to the adenylate kinase family.
478	KAI7840656.1	3076.A0A2P6TNZ3	64.6	414.1	C2E21_5662	NAD(P)-dependent oxidoreductase.
479	KAI7840251.1	3076.A0A2P6U099	79.5	671.0	C2E21_1467	Peptidyl-prolyl cis-trans isomerase CYP19-3 isoform X2.
480	KAI7839460.1	3076.A0A2P6TMJ2	39.1	444.5	C2E21_5734	Ferric-chelate reductase.
481	KAI7842228.1	3076.A0A2P6TSH3	93.6	639.4	C2E21_4117	Putative prolyl 4-hydroxylase 6.
482	KAI7840564.1	3076.A0A2P6TES7	91.6	381.3	C2E21_8445	V-type proton ATPase subunit D-like isoform B.
483	KAI7845840.1	3076.A0A2P6TQ86	82.6	929.9	C2E21_5092	RNA-splicing ligase RtcB homolog; Catalytic subunit of the tRNA-splicing ligase complex that acts by directly joining spliced tRNA halves to mature-sized tRNAs by incorporating the precursor-derived splice junction phosphate into the mature tRNA as a canonical 3',5'-phosphodiester. May act as an RNA ligase with broad substrate specificity, and may function toward other RNAs; Belongs to the RtcB family.
484	KAI7837584.1	3076.A0A2P6U1S2	92.8	647.9	C2E21_0888	Protease Do-like 14.
485	KAI7844103.1	3076.A0A2P6TRE0	97.6	329.7	C2E21_4479	Ubiquitin-conjugating enzyme E2 2; Belongs to the ubiquitin-conjugating enzyme family.
486	KAI7841999.1	3076.A0A2P6U583	89.0	524.6	C2E21_0144	Serine acetyltransferase 2.
487	KAI7837667.1	3076.A0A2P6TBH6	86.3	1243.4	C2E21_9422	Acetolactate synthase.
488	KAI7840521.1	3076.A0A2P6TY08	57.7	1340.9	C2E21_2557	Putative serine threonine-kinase.
489	KAI7840432.1	3076.A0A2P6TIU0	76.1	2548.9	C2E21_6932	Cytochrome P450 chloroplastic isoform B.
490	KAI7841988.1	3076.A0A2P6U556	40.0	4683.2	C2E21_0139	Type I polyketide synthase.
491	KAI7840168.1	3076.A0A2P6U146	98.3	478.8	C2E21_1397	Chlorophyll a-b binding protein, chloroplastic; The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
492	KAI7838456.1	3076.A0A2P6TM95	93.1	1217.2	C2E21_5786	Acyl-coenzyme A oxidase peroxisomal.
493	KAI7839092.1	3076.A0A2P6TD11	91.7	2258.0	C2E21_8932	Pyruvate carboxylase isoform B.
494	KAI7841169.1	3076.A0A2P6TG53	90.1	1123.2	C2E21_7727	Beta-hexosaminidase subunit beta isoform X1.
495	KAI7839891.1	3076.A0A2P6U110	96.8	1346.3	C2E21_1345	Acyl-coenzyme A oxidase; Belongs to the acyl-CoA oxidase family.
496	KAI7840923.1	3076.A0A2P6TGW4	89.3	1590.9	C2E21_7660	E3 ubiquitin-ligase UPL1-like.
497	KAI7836814.1	3076.A0A2P6TID9	78.0	1159.4	C2E21_7329	Putative beta-D-xylosidase 7.
498	KAI7838749.1	3076.A0A2P6TU52	92.7	1332.4	C2E21_3721	Coatomer subunit beta-1 isoform X1.
499	KAI7842322.1	3076.A0A2P6TXM1	89.9	1808.1	C2E21_2125	ABC transporter A family member 7-like.
500	KAI7838690.1	3076.A0A2P6U2S7	88.8	840.1	C2E21_0765	Citrate synthase; Belongs to the citrate synthase family.
501	KAI7842593.1	3076.A0A2P6TT54	89.8	935.6	C2E21_4215	Uridine-cytidine kinase C.
502	KAI7843072.1	3076.A0A2P6U2X9	80.6	1503.8	C2E21_1059	Heavy metal P-type ATPase.
503	KAI7838688.1	3076.A0A2P6U2E8	93.8	1156.7	C2E21_0778	Hydroxylamine reductase.
503	KAI7838688.1	3076.A0A2P6U2E8	93.3	659.8	C2E21_0778	Hydroxylamine reductase.
504	KAI7839106.1	3076.A0A2P6TCZ5	75.2	684.1	C2E21_8945	Pyridoxamine 5-phosphate oxidase.
505	KAI7844205.1	3076.A0A2P6TTM0	89.0	491.5	C2E21_3890	Carbonyl reductase [NADPH] 1; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
506	KAI7841213.1	3076.A0A2P6TFZ9	86.3	944.5	C2E21_7986	NADP-dependent malic enzyme.
507	KAI7839948.1	3076.A0A2P6TC60	80.2	607.1	C2E21_9201	Lysine-specific demethylase JMJ706.
507	KAI7839948.1	3076.A0A2P6TC60	85.2	146.0	C2E21_9201	Lysine-specific demethylase JMJ706.
508	KAI7838001.1	3076.A0A2P6TB33	59.5	161.8	C2E21_9551	Peptidyl-prolyl cis-trans isomerase; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Belongs to the cyclophilin-type PPIase family.
509	KAI7842747.1	3076.A0A2P6U292	93.1	1419.4	C2E21_1008	ATP-dependent RNA helicase DDX1.
510	KAI7846313.1	3076.A0A2P6U479	83.7	1182.2	C2E21_0420	ATP-binding cassette.
511	KAI7843060.1	3076.A0A2P6U343	92.7	621.3	C2E21_1051	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex.
512	KAI7835540.1	3076.A0A2P6TS45	75.3	492.3	C2E21_4580	Serine threonine-kinase; Belongs to the protein kinase superfamily.
513	KAI7844967.1	3076.A0A2P6U5A5	92.1	704.9	C2E21_0498	Arogenate dehydratase; Converts the prephenate produced from the shikimate- chorismate pathway into phenylalanine.
514	KAI7842069.1	3076.A0A2P6TMB0	83.5	1611.7	C2E21_6012	Serine threonine-kinase CTR1 isoform A.
515	KAI7843098.1	3076.A0A2P6U2Q9	80.0	619.0	C2E21_1085	Glutamate decarboxylase; Belongs to the group II decarboxylase family.
516	KAI7845704.1	3076.A0A2P6TK81	99.3	585.1	C2E21_6843	Tetrahydrofolate dehydrogenase cyclohydrolase.
517	KAI7844650.1	3076.A0A2P6U0M9	94.8	811.2	C2E21_1931	Diaminopimelate decarboxylase chloroplastic.
518	KAI7839738.1	3076.A0A2P6TGG6	81.7	533.9	C2E21_7890	Quinone oxidoreductase 2-like protein isoform B.
519	KAI7845383.1	3076.A0A2P6TEL0	97.7	850.1	C2E21_8506	Putative methionine--tRNA ligase; Belongs to the class-I aminoacyl-tRNA synthetase family.
520	KAI7840677.1	3076.A0A2P6TR88	94.4	366.3	C2E21_4614	Superoxide dismutase; Destroys radicals which are normally produced within the cells and which are toxic to biological systems. Belongs to the iron/manganese superoxide dismutase family.
521	KAI7844434.1	3076.A0A2P6TTG2	78.5	23316.1	C2E21_4328	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
522	KAI7840744.1	3076.A0A2P6TDA9	96.9	884.8	C2E21_8757	3-oxoacyl-[acyl-carrier-protein] synthase; Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
523	KAI7842303.1	3076.A0A2P6TY03	90.3	995.7	C2E21_2144	Amine oxidase.
524	KAI7836768.1	3076.A0A2P6TNN6	94.9	500.0	C2E21_5516	Chlorophyll a-b binding protein, chloroplastic; The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated; Belongs to the light-harvesting chlorophyll a/b-binding (LHC) protein family.
525	KAI7840049.1	3076.A0A2P6TJL1	92.6	815.5	C2E21_6667	3-phosphoshikimate 1-carboxyvinyltransferase; Belongs to the EPSP synthase family.
526	KAI7839906.1	3076.A0A2P6U024	95.5	1001.1	C2E21_1361	Dihydrolipoyl dehydrogenase.
527	KAI7839439.1	3076.A0A2P6TTQ2	98.3	606.3	C2E21_4384	ATP synthase gamma chloroplastic.
528	KAI7838657.1	3076.A0A2P6TMA9	79.8	549.7	C2E21_6071	Histone deacetylase 14 isoform X1.
529	KAI7843680.1	3076.A0A2P6TUJ0	90.6	1088.2	C2E21_3418	Aldehyde dehydrogenase 22A1; Belongs to the aldehyde dehydrogenase family.
530	KAI7844118.1	3076.A0A2P6TQY5	87.6	414.8	C2E21_4488	Uridylate kinase isoform A.
531	KAI7844199.1	3076.A0A2P6TSH8	82.4	348.6	C2E21_3896	Peptidyl-prolyl cis-trans isomerase B.
532	KAI7840922.1	3076.A0A2P6TGW4	90.6	1605.1	C2E21_7660	E3 ubiquitin-ligase UPL1-like.
533	KAI7837900.1	3076.A0A2P6U5H4	72.3	2025.0	C2E21_0160	Cobalamin-dependent methionine synthase.
534	KAI7838529.1	3076.A0A2P6TIU5	80.7	553.9	C2E21_7155	Geranylgeranyl diphosphate synthase.
535	KAI7844168.1	3076.A0A2P6TJ83	58.9	552.4	C2E21_7025	Serine threonine-kinase CTR1.
536	KAI7842048.1	3076.A0A2P6U3H4	83.3	1869.4	C2E21_0924	Leucyl-cystinyl aminopeptidase.
537	KAI7836254.1	3076.A0A2P6U4B2	92.2	620.9	C2E21_0597	Malate dehydrogenase.
538	KAI7843693.1	3076.A0A2P6TV74	94.9	441.4	C2E21_3431	Acetyltransferase NSI.
539	KAI7843340.1	3076.A0A2P6TJ52	97.1	629.4	C2E21_7112	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain.
540	KAI7843748.1	3076.A0A2P6TL93	84.1	837.8	C2E21_6300	ATP synthase subunit alpha.
541	KAI7835592.1	3076.A0A2P6TQH5	75.8	1202.2	C2E21_5272	Beta-galactosidase isoform B.
542	KAI7835594.1	3076.A0A2P6TQH5	85.8	325.5	C2E21_5272	Beta-galactosidase isoform B.
543	KAI7844672.1	3076.A0A2P6TZM2	77.2	873.2	C2E21_1953	Putative cadmium zinc-transporting ATPase chloroplastic.
544	KAI7846014.1	3076.A0A2P6TNV6	95.0	474.9	C2E21_5344	Carbonic anhydrase.
545	KAI7836422.1	3076.A0A2P6TPH8	91.0	753.8	C2E21_4950	WD40 repeat.
546	KAI7841822.1	3076.A0A2P6TY35	90.5	1981.8	C2E21_2428	Calcium-transporting ATPase; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium.
547	KAI7841499.1	3076.A0A2P6TB37	89.4	632.5	C2E21_9560	Purple acid phosphatase; Belongs to the metallophosphoesterase superfamily. Purple acid phosphatase family.
548	KAI7836381.1	3076.A0A2P6TXE9	57.5	1177.2	C2E21_2625	DNA polymerase eta isoform C.
549	KAI7845651.1	3076.A0A2P6TJZ6	87.2	1002.3	C2E21_6787	Phospholipase A-2-activating.
550	KAI7843457.1	3076.A0A2P6THR9	91.0	1110.5	C2E21_7207	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme isoform B.
551	KAI7837615.1	3076.A0A2P6TKQ9	52.0	491.9	C2E21_6809	Carotene isomerase.
552	KAI7840706.1	3076.A0A2P6TQZ6	87.3	485.7	C2E21_4639	Uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.
553	KAI7835447.1	3076.A0A2P6TSW1	94.8	2567.3	C2E21_4195	Zn-dependent exopeptidase.
554	KAI7842291.1	3076.A0A2P6TY19	88.3	375.6	C2E21_2153	Proteasome subunit beta type-6.
555	KAI7835371.1	3076.A0A2P6TLT1	95.9	691.0	LIP1P	Lipoyl synthase, chloroplastic; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.
556	KAI7841834.1	3076.A0A2P6TXX0	74.0	1212.6	C2E21_2418	Serine threonine-phosphatase 6 regulatory ankyrin repeat subunit B-like.
557	KAI7844384.1	3076.A0A2P6TXE2	97.0	392.9	C2E21_2197	2-cys peroxiredoxin BAS1.
558	KAI7840842.1	3076.A0A2P6TLI0	93.5	420.6	C2E21_6473	Anthranilate synthase beta subunit.
559	KAI7837472.1	3076.A0A2P6TR81	84.9	368.2	C2E21_4827	Suppressor of disruption of TFIIS-like.
560	KAI7844082.1	3076.A0A2P6TV03	84.3	1955.3	C2E21_3326	Water chloroplastic isoform B.
561	KAI7841210.1	3076.A0A2P6TFE9	90.2	1050.4	C2E21_7985	IMP dehydrogenase GMP reductase.
562	KAI7838483.1	3076.A0A2P6TMY1	88.4	286.2	C2E21_5813	Autophagy-related 18h-like isoform X1.
563	KAI7845312.1	3076.A0A2P6TMG9	95.0	706.4	C2E21_5931	GDP-L-fucose synthase 2.
564	KAI7839422.1	3076.A0A2P6TTJ8	87.9	1357.4	C2E21_4370	5-oxoprolinase.
565	KAI7841151.1	3076.A0A2P6TG50	77.7	1463.0	C2E21_7742	20S-pre-rRNA D-site endonuclease nob1-like; Belongs to the multicopper oxidase family.
566	KAI7844479.1	3076.A0A2P6TH86	86.9	1144.4	C2E21_7597	Malic enzyme.
567	KAI7845708.1	3076.A0A2P6TJZ5	93.1	1024.6	C2E21_6845	Alanine aminotransferase isoform B.
568	KAI7838164.1	3076.A0A2P6TTE0	68.4	1882.5	C2E21_4060	Microtubule-associated futsch isoform X1.
569	KAI7839077.1	3076.A0A2P6TER2	63.3	398.7	C2E21_8453	SAM-dependent methyltransferase.
570	KAI7842571.1	3076.A0A2P6TL77	95.8	223.8	C2E21_6235	V-type proton ATPase subunit F; Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
571	KAI7840589.1	3076.A0A2P6TEM0	83.8	1090.9	C2E21_8429	Glycerophosphodiesterase GDE1 isoform B.
572	KAI7838407.1	3076.A0A2P6TDA2	99.1	448.4	C2E21_8738	1-acyl-sn-glycerol-3-phosphate acyltransferase; Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family.
573	KAI7843623.1	3076.A0A2P6TJB5	88.7	650.6	C2E21_7062	Taurine catabolism dioxygenase.
574	KAI7838140.1	3076.A0A2P6TQ58	80.5	1415.6	C2E21_5117	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex; Belongs to the pyruvate kinase family.
575	KAI7844894.1	3076.A0A2P6U584	56.5	360.1	C2E21_0525	Serine threonine-kinase CTR1 isoform A.
576	KAI7839624.1	3076.A0A2P6TKK4	63.2	413.3	C2E21_6677	Glutathione peroxidase; Belongs to the glutathione peroxidase family.
577	KAI7839061.1	3076.A0A2P6TWU0	72.4	400.2	C2E21_3212	Ubiquinol oxidase; Belongs to the alternative oxidase family.
578	KAI7837924.1	3076.A0A2P6TKS4	63.0	542.3	C2E21_6342	Tyrosine--tRNA ligase.
579	KAI7841194.1	3076.A0A2P6TG41	71.6	827.4	C2E21_7971	Amino acid permease 2.
580	KAI7838052.1	3076.A0A2P6TDT5	76.9	843.2	C2E21_8646	Amine oxidase.
581	KAI7838012.1	3076.A0A2P6U3W6	87.1	1448.7	C2E21_0633	Fructose-bisphosphate cytoplasmic isozyme.
582	KAI7840079.1	3076.A0A2P6TW23	98.9	373.6	C2E21_2718	3-hydroxybutyrate dehydrogenase.
583	KAI7844968.1	3076.A0A2P6U5A5	85.7	682.9	C2E21_0498	Arogenate dehydratase; Converts the prephenate produced from the shikimate- chorismate pathway into phenylalanine.
584	KAI7844495.1	3076.A0A2P6TW37	84.3	1238.8	C2E21_3072	Hydroxylamine reductase.
585	KAI7845689.1	3076.A0A2P6TKI2	85.0	503.4	C2E21_6828	Serine O-acetyltransferase.
586	KAI7843873.1	3076.A0A2P6TPL9	91.6	535.4	C2E21_5242	Inositol-1-monophosphatase.
587	KAI7844831.1	3076.A0A2P6TE71	96.5	622.9	C2E21_8690	Cysteine synthase; Belongs to the cysteine synthase/cystathionine beta- synthase family.
588	KAI7844369.1	3076.A0A2P6TZ99	97.8	897.5	C2E21_2211	UDP-glucose 6-dehydrogenase.
589	KAI7836944.1	3076.A0A2P6TSV6	98.2	440.7	C2E21_4176	3-isopropylmalate dehydratase.
590	KAI7838891.1	3076.A0A2P6TDC6	92.0	846.7	C2E21_8865	Alpha-1,3-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase.
591	KAI7839457.1	3076.A0A2P6TS88	91.7	279.3	C2E21_4394	V-type proton ATPase proteolipid subunit; Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
592	KAI7837637.1	3076.A0A2P6TK17	82.5	1464.1	C2E21_6538	Puromycin-sensitive aminopeptidase isoform X2.
593	KAI7841633.1	3076.A0A2P6TPB0	57.3	598.6	C2E21_5364	Disulfide isomerase-like 1-2.
594	KAI7840072.1	3076.A0A2P6TWW5	93.0	679.9	C2E21_2726	Cysteine synthase.
595	KAI7844090.1	3076.A0A2P6TRT0	89.7	2099.7	C2E21_4469	Valine--tRNA ligase isoform B; Belongs to the class-I aminoacyl-tRNA synthetase family.
596	KAI7836522.1	3076.A0A2P6TFE3	88.9	310.5	C2E21_8345	3-deoxy-manno-octulosonate mitochondrial isoform B.
